iata_code,name,iso_country,iso_region,municipality,type,lat,lon
DBV,Dubrovnik Airport,HR,HR-19,Dubrovnik,medium,18.2682,42.5614
DBY,Dalby Airport,AU,AU-QLD,,small,151.267,-27.1553
DCA,Ronald Reagan Washington National Airport,US,US-DC,Washington,large,-77.0377,38.8521
DCF,Canefield Airport,DM,DM-10,Canefield,medium,-61.3922,15.3367
DCG,Dubai Creek SPB,AE,AE-DU,Dubai,seaplane_base,55.3314,25.2422
DCI,Decimomannu Air Base,IT,IT-88,Decimomannu,medium,8.9725,39.3542
DCK,Dahl Creek Airport,US,US-AK,Dahl Creek,small,-156.905,66.9433
DCM,Castres-Mazamet Airport,FR,FR-OCC,Castres/Mazamet,medium,2.2892,43.5563
DCN,RAAF Base Curtin,AU,AU-WA,,medium,123.828,-17.5814
DCR,Decatur HI-Way Airfield,US,US-IN,Decatur,closed,-84.8625,40.8375
DCT,Duncan Town Airport,BS,BS-RI,,medium,-75.7295,22.1818
DCU,Pryor Field Regional Airport,US,US-AL,Decatur,small,-86.9454,34.6527
DCY,Daocheng Yading Airport,CN,CN-51,Daocheng County,medium,100.0533,29.3231
DDC,Dodge City Regional Airport,US,US-KS,Dodge City,medium,-99.9656,37.7634
DDD,Dhaalu Atoll Airport,MV,MV-17,Kudahuvadhoo,small,72.8871,2.6661
DDG,Dandong Airport,CN,CN-21,Dandong,medium,124.286,40.0247
DDM,Dodoima Airport,PG,PG-NPP,,small,147.8094,-8.1774
DDN,Delta Downs Airport,AU,AU-QLD,,small,141.317,-16.9917
DDP,Dorado Beach Airport,PR,PR-U-A,Dorado,closed,-66.2956,18.465
DDU,Dadu Airport,PK,PK-SD,Dadu,small,67.6746,26.5545
DEA,Dera Ghazi Khan Airport,PK,PK-PB,Dera Ghazi Khan,medium,70.4859,29.961
DEB,Debrecen International Airport,HU,HU-HB,Debrecen,medium,21.6153,47.4889
DEC,Decatur Airport,US,US-IL,Decatur,medium,-88.8657,39.8346
DED,Dehradun Airport,IN,IN-UL,Dehradun,medium,78.1803,30.1897
DEE,Mendeleyevo Airport,RU,RU-SAK,Kunashir Island,small,145.683,43.9584
DEF,Dezful Airport,IR,IR-10,,small,48.3976,32.4344
DEH,Decorah Municipal Airport,US,US-IA,Decorah,small,-91.7394,43.2755
DEI,Denis Island Airport,SC,SC-15,Denis Island,small,55.6669,-3.8022
DEL,Indira Gandhi International Airport,IN,IN-DL,New Delhi,large,77.1031,28.5665
DEM,Dembidollo Airport,ET,ET-GA,Dembidollo,small,34.858,8.554
DEN,Denver International Airport,US,US-CO,Denver,large,-104.673,39.8617
DEP,Daporijo Airport,IN,IN-AR,Daporijo,small,94.2228,27.9855
DER,Derim Airport,PG,PG-MPL,Derim,small,147.1072,-6.1447
DES,Desroches Airport,SC,SC-15,Desroches Island,small,53.6558,-5.6967
DET,Coleman A. Young Municipal Airport,US,US-MI,Detroit,medium,-83.0099,42.4092
DEX,Nop Goliat Airport,ID,ID-PA,Dekai - Yahukimo,small,139.482,-4.8557
DEZ,Deir ez-Zor Air Base,SY,SY-DY,Deir ez-Zor,medium,40.176,35.2854
DFI,Defiance Memorial Airport,US,US-OH,Defiance,small,-84.4288,41.3375
DFP,Drumduff Airport,AU,AU-QLD,Drumduff,small,143.012,-16.053
DFW,Dallas Fort Worth International Airport,US,US-TX,Dallas-Fort Worth,large,-97.038,32.8968
DGA,Dangriga Airport,BZ,BZ-SC,Dangriga,medium,-88.231,16.9825
DGC,Degah Bur Airport,ET,ET-SO,Degah Bur,closed,43.5673,8.234
DGD,Dalgaranga Gold Mine Airport,AU,AU-WA,,small,117.3164,-27.8303
DGE,Mudgee Airport,AU,AU-NSW,Mudgee,medium,149.611,-32.5625
DGF,Douglas Lake Airport,CA,CA-BC,Douglas Lake,small,-120.1713,50.1655
DGG,Fishermans Airfield,PG,PG-CPM,Daugo Island,closed,147.0505,-9.5128
DGL,Douglas Municipal Airport,US,US-AZ,Douglas,small,-109.506,31.3426
DGM,Dandugama Seaplane Base,LK,LK-1,Colombo,seaplane_base,79.8721,7.1079
DGN,Dahlgren Naval Surface Warfare Center Airport,US,US-VA,Dahlgren,small,-77.0372,38.3325
DGO,General Guadalupe Victoria International Airport,MX,MX-DUR,Durango,medium,-104.528,24.1242
DGP,Daugavpils Intrenational Airport,LV,LV-DA,Daugavpils,medium,26.665,55.9447
DGR,Dargaville Aerodrome,NZ,NZ-NTL,,small,173.894,-35.9397
DGT,Sibulan Airport,PH,PH-NER,Dumaguete City,medium,123.3,9.3337
DGU,Dedougou Airport,BF,BF-MOU,Dedougou,small,-3.49,12.459
DGW,Converse County Airport,US,US-WY,Douglas,small,-105.386,42.7972
DHA,King Abdulaziz Air Base,SA,SA-04,,large,50.152,26.2654
DHB,Deer Harbor SPB,US,US-WA,Deer Harbor,seaplane_base,-123.0028,48.6167
DHD,Durham Downs Airport,AU,AU-QLD,,small,141.9,-27.075
DHF,Al Dhafra Air Base,AE,AE-AZ,,medium,54.5477,24.2482
DHG,Dalnegorsk Airport,RU,RU-PRI,Dalnegorsk,small,135.49,44.5587
DHI,Dhangarhi Airport,NP,NP-BH,Dhangarhi,small,80.5819,28.7533
DHM,Kangra Airport,IN,IN-HP,,medium,76.2634,32.1651
DHN,Dothan Regional Airport,US,US-AL,Dothan,medium,-85.4496,31.3213
DHR,De Kooy Airport,NL,NL-NH,Den Helder,medium,4.7806,52.9234
DHT,Dalhart Municipal Airport,US,US-TX,Dalhart,medium,-102.547,36.0226
DIA,Doha International Airport,QA,QA-DA,Doha,medium,51.5651,25.2611
DIB,Dibrugarh Airport,IN,IN-AS,Dibrugarh,medium,95.0169,27.4839
DIE,Arrachart Airport,MG,MG-D,,medium,49.2917,-12.3494
DIG,Diqing Airport,CN,CN-53,Shangri-La,medium,99.6772,27.7936
DIJ,Dijon-Bourgogne Airport,FR,FR-BFC,Dijon/Longvic,medium,5.09,47.2689
DIK,Dickinson Theodore Roosevelt Regional Airport,US,US-ND,Dickinson,medium,-102.802,46.7974
DIL,Presidente Nicolau Lobato International Airport,TL,TL-DI,Dili,medium,125.526,-8.5464
DIM,Dimbokro Airport,CI,CI-11,Dimbokro,small,-4.6406,6.6517
DIN,Dien Bien Phu Airport,VN,VN-01,Dien Bien Phu,medium,103.008,21.3975
DIP,Diapaga Airport,BF,BF-TAP,Diapaga,small,1.7846,12.0603
DIQ,Brigadeiro Cabral Airport,BR,BR-MG,DivinÃ³polis,small,-44.8709,-20.1807
DIR,Aba Tenna Dejazmach Yilma International Airport,ET,ET-DD,Dire Dawa,medium,41.8542,9.6247
DIS,Ngot Nzoungou Airport,CG,CG-9,Dolisie,medium,12.6599,-4.2063
DIU,Diu Airport,IN,IN-GJ,Diu,small,70.9211,20.7131
DIW,Mawella Lagoon Seaplane Base,LK,LK-3,Dickwella,seaplane_base,80.7331,5.9902
DIY,Diyarbakir Airport,TR,TR-21,Diyarbakir,medium,40.201,37.8939
DJA,Djougou Airport,BJ,BJ-DO,Djougou,small,1.6378,9.6921
DJB,Sultan Thaha Airport,ID,ID-JA,Jambi-Sumatra Island,small,103.644,-1.638
DJE,Djerba Zarzis International Airport,TN,TN-82,Djerba,medium,10.7755,33.875
DJG,Djanet Inedbirene Airport,DZ,DZ-33,Djanet,medium,9.4524,24.2928
DJH,Jebel Ali Seaplane Base,AE,AE-DU,Jebel Ali,seaplane_base,55.0238,24.989
DJJ,Sentani International Airport,ID,ID-PA,Jayapura-Papua Island,large,140.516,-2.577
DJM,Djambala Airport,CG,CG-14,Djambala,small,14.7544,-2.5169
DJN,Delta Junction Airport,US,US-AK,Delta Junction,small,-145.717,64.0504
DJO,Daloa Airport,CI,CI-02,,medium,-6.4732,6.7928
DJR,Dajarra Airport,AU,AU-QLD,,small,139.533,-21.7083
DJU,Djúpivogur Airport,IS,IS-7,DjÃºpivogur,small,-14.2828,64.6442
DKA,Katsina Airport,NG,NG-KT,Katsina,small,7.6604,13.0078
DKI,Dunk Island Airport,AU,AU-QLD,Dunk Island,small,146.14,-17.9417
DKK,Chautauqua County-Dunkirk Airport,US,US-NY,Dunkirk,small,-79.272,42.4933
DKR,Léopold Sédar Senghor International Airport,SN,SN-DK,Dakar,large,-17.4902,14.7397
DKS,Dikson Airport,RU,RU-KYA,Dikson,medium,80.3797,73.5178
DKV,Docker River Airport,AU,AU-NT,,small,129.07,-24.86
DLA,Douala International Airport,CM,CM-LT,Douala,medium,9.7195,4.0061
DLC,Zhoushuizi Airport,CN,CN-21,Dalian,large,121.539,38.9657
DLD,Geilo Airport Dagali,NO,NO-06,Dagali,small,8.5183,60.4173
DLE,Dole-Tavaux Airport,FR,FR-BFC,Dole/Tavaux,medium,5.4351,47.0427
DLF,DLF Airport,US,US-TX,Del Rio,large,-100.778,29.3595
DLG,Dillingham Airport,US,US-AK,Dillingham,medium,-158.505,59.0447
DLH,Duluth International Airport,US,US-MN,Duluth,large,-92.1936,46.8421
DLI,Lien Khuong Airport,VN,VN-35,Da Lat,medium,108.367,11.75
DLK,Dulkaninna Airport,AU,AU-SA,Dulkaninna,small,138.481,-29.0133
DLL,Dillon County Airport,US,US-SC,Dillon,small,-79.3686,34.4491
DLM,Dalaman International Airport,TR,TR-48,Dalaman,large,28.7925,36.7131
DLN,Dillon Airport,US,US-MT,Dillon,small,-112.553,45.2554
DLR,Dalnerechensk Airport,RU,RU-PRI,Dalnerechensk,small,133.7363,45.8783
DLS,Columbia Gorge Regional the Dalles Municipal Airport,US,US-OR,The Dalles,medium,-121.167,45.6185
DLU,Dali Airport,CN,CN-53,Xiaguan,medium,100.319,25.6494
DLV,Delissaville Airport,AU,AU-NT,,small,130.685,-12.55
DLY,Dillon's Bay Airport,VU,VU-TAE,Dillon's Bay,small,169.001,-18.7694
DLZ,Dalanzadgad Airport,MN,MN-053,Dalanzadgad,medium,104.43,43.5917
DMA,Davis Monthan Air Force Base,US,US-AZ,Tucson,medium,-110.883,32.1665
DMB,Taraz Airport,KZ,KZ-ZHA,Taraz,medium,71.3036,42.8536
DMD,Doomadgee Airport,AU,AU-QLD,,small,138.822,-17.9403
DME,Domodedovo International Airport,RU,RU-MOS,Moscow,large,37.9063,55.4088
DMK,Don Mueang International Airport,TH,TH-10,Bangkok,large,100.607,13.9126
DMM,King Fahd International Airport,SA,SA-04,Ad Dammam,large,49.7979,26.4712
DMN,Deming Municipal Airport,US,US-NM,Deming,medium,-107.721,32.2623
DMO,Sedalia Memorial Airport,US,US-MO,Sedalia,small,-93.1759,38.7074
DMT,Diamantino Airport,BR,BR-MT,Diamantino,small,-56.4004,-14.3769
DMU,Dimapur Airport,IN,IN-NL,Dimapur,medium,93.7711,25.8839
DNA,Kadena Air Base,JP,JP-47,,large,127.768,26.3556
DNB,Dunbar Airport,AU,AU-QLD,,small,142.4,-16.05
DND,Dundee Airport,GB,GB-SCT,Dundee,medium,-3.0258,56.4525
DNF,Martubah Airport,LY,LY-DR,Derna,small,22.745,32.542
DNG,Doongan Airport,AU,AU-WA,,small,126.3022,-15.3864
DNH,Dunhuang Airport,CN,CN-62,Dunhuang,medium,94.8092,40.1611
DNI,Wad Medani Airport,SD,SD-07,Wad Medani,small,33.5264,14.3836
DNK,Dnipropetrovsk International Airport,UA,UA-12,Dnipropetrovsk,medium,35.1006,48.3572
DNL,Daniel Field,US,US-GA,Augusta,medium,-82.0394,33.4665
DNN,Dalton Municipal Airport,US,US-GA,Dalton,small,-84.8702,34.7229
DNO,Dianópolis Airport,BR,BR-TO,DianÃ³polis,small,-46.8467,-11.5954
DNP,Tulsipur Airport,NP,NP-RA,Dang,small,82.2942,28.1111
DNQ,Deniliquin Airport,AU,AU-NSW,Deniliquin,medium,144.946,-35.5594
DNR,Dinard-Pleurtuit-Saint-Malo Airport,FR,FR-BRE,Dinard/Pleurtuit/Saint-Malo,medium,-2.08,48.5877
DNS,Denison Municipal Airport,US,US-IA,Denison,small,-95.3807,41.9864
DNU,Dinangat Airport,PG,PG-MPL,Dinangat,small,146.6772,-6.1546
DNV,Vermilion Regional Airport,US,US-IL,Danville,small,-87.5959,40.1992
DNX,Galegu Airport,SD,SD-25,Dinder,small,35.067,12.533
DNZ,Çardak Airport,TR,TR-20,Denizli,medium,29.7013,37.7856
DOA,Doany Airport,MG,MG-D,Doany,small,49.5108,-14.3681
DOB,Rar Gwamar Airport,ID,ID-MA,Dobo-Warmar Island,small,134.212,-5.7722
DOC,Dornoch Airfield,GB,GB-SCT,Dornoch,small,-4.023,57.869
DOD,Dodoma Airport,TZ,TZ-03,Dodoma,medium,35.7526,-6.1704
DOE,Djumu-Djomoe Airport,SR,SR-SI,Djumu-Djomoe,small,-55.4816,4.0057
DOG,Dongola Airport,SD,SD-01,Dongola,medium,30.4301,19.1539
DOH,Hamad International Airport,QA,QA-DA,Doha,large,51.6081,25.2731
DOI,Doini Airport,PG,PG-MBA,Castori Islets,small,150.7218,-10.7009
DOK,Donetsk International Airport,UA,UA-14,Donetsk,closed,37.7397,48.0736
DOL,Deauville-Saint-Gatien Airport,FR,FR-NOR,Deauville,medium,0.1543,49.3653
DOM,Douglas-Charles Airport,DM,DM-02,Marigot,medium,-61.3,15.547
DON,Dos Lagunas Airport,GT,GT-PE,Dos Lagunas,small,-89.6884,17.6124
DOO,Dorobisoro Airport,PG,PG-CPM,Dorobisoro,small,147.9209,-9.4619
DOP,Dolpa Airport,NP,NP-KA,Dolpa,small,82.8191,28.9857
DOR,Dori Airport,BF,BF-SEN,Dori,small,-0.033,14.033
DOS,Dios Airport,PG,PG-NSB,Dios,closed,154.9616,-5.5609
DOU,Dourados Airport,BR,BR-MS,Dourados,small,-54.9266,-22.2019
DOV,Dover Air Force Base,US,US-DE,Dover,large,-75.466,39.1295
DOX,Dongara Airport,AU,AU-WA,,small,114.9273,-29.2981
DOY,Dongying Shengli Airport,CN,CN-37,Dongying,medium,118.788,37.5086
DPA,Dupage Airport,US,US-IL,Chicago/West Chicago,medium,-88.2486,41.9078
DPB,Pampa Guanaco Airport,CL,CL-MA,Bahia Inutil,small,-68.8092,-54.05
DPE,St Aubin Airport,FR,FR-NOR,Dieppe,small,1.0853,49.8825
DPG,Michael AAF (Dugway Proving Ground) Airport,US,US-UT,Dugway Proving Ground,small,-112.937,40.1994
DPK,Deer Park Airport,US,US-NY,Deer Park,closed,-73.31,40.76
DPL,Dipolog Airport,PH,PH-ZAN,Dipolog City,medium,123.3419,8.602
DPO,Devonport Airport,AU,AU-TAS,Devonport,medium,146.43,-41.1697
DPS,Ngurah Rai (Bali) International Airport,ID,ID-BA,Denpasar-Bali Island,large,115.167,-8.7482
DPT,Deputatskiy Airport,RU,RU-SA,Deputatskiy,small,139.89,69.3925
DPU,Dumpu Airport,PG,PG-MPM,Dumpu,closed,145.705,-5.858
DQA,Saertu Airport,CN,CN-23,Daqing Shi,small,125.1406,46.7464
DQH,Alpine Airstrip,US,US-AK,Nuiqsut,small,-150.945,70.3443
DQM,Duqm International Airport,OM,OM-WU,Duqm,large,57.6342,19.5019
DRA,Desert Rock Airport,US,US-NV,Mercury,medium,-116.033,36.6194
DRB,Derby Airport,AU,AU-WA,,medium,123.661,-17.37
DRC,Dirico Airport,AO,AO-CCU,Dirico,small,20.7681,-17.9819
DRD,Dorunda Airport,AU,AU-QLD,Dorunda Outstation,small,141.8238,-16.5537
DRE,Drummond Island Airport,US,US-MI,Drummond Island,small,-83.7439,46.0093
DRF,Drift River Airport,US,US-AK,Kenai,small,-152.162,60.5889
DRG,Deering Airport,US,US-AK,Deering,medium,-162.766,66.0696
DRH,Dabra Airport,ID,ID-PA,Dabra-Papua Island,small,138.6132,-3.2705
DRI,Beauregard Regional Airport,US,US-LA,De Ridder,medium,-93.3399,30.8317
DRJ,Drietabbetje Airport,SR,SR-SI,Drietabbetje,small,-54.6728,4.1114
DRK,Drake Bay Airport,CR,CR-P,Puntarenas,small,-83.6417,8.7189
DRN,Dirranbandi Airport,AU,AU-QLD,,medium,148.217,-28.5917
DRO,Durango La Plata County Airport,US,US-CO,Durango,small,-107.754,37.1515
DRR,Durrie Airport,AU,AU-QLD,,small,140.228,-25.685
DRS,Dresden Airport,DE,DE-SN,Dresden,large,13.7672,51.1328
DRT,Del Rio International Airport,US,US-TX,Del Rio,medium,-100.927,29.3742
DRU,Drummond Airport,US,US-MT,Drummond,small,-113.205,46.6208
DRV,Dharavandhoo Airport,MV,MV-20,Baa Atoll,small,73.1302,5.1561
DRW,Darwin International Airport,AU,AU-NT,Darwin,medium,130.877,-12.4147
DRY,Drysdale River Airport,AU,AU-WA,,small,126.3811,-15.7136
DSA,Robin Hood Doncaster Sheffield Airport,GB,GB-ENG,Doncaster,large,-1.0107,53.4805
DSC,Dschang Airport,CM,CM-OU,Dschang,small,10.067,5.45
DSD,La Désirade Airport,GP,GP-U-A,Grande Anse,small,-61.0844,16.2969
DSE,Combolcha Airport,ET,ET-AM,Dessie,small,39.7114,11.0825
DSG,Dilasag Airport,PH,PH-AUR,Dilasag,small,122.2068,16.4458
DSI,Destin Executive Airport,US,US-FL,Destin,small,-86.4715,30.4001
DSK,Dera Ismael Khan Airport,PK,PK-NW,Dera Ismael Khan,medium,70.8966,31.9094
DSM,Des Moines International Airport,US,US-IA,Des Moines,large,-93.6631,41.534
DSN,Ordos Ejin Horo Airport,CN,CN-15,Ordos,medium,109.8614,39.49
DSO,Sondok Airport,KP,KP-08,SÅndÅng-ni,medium,127.474,39.7452
DSS,Blaise Diagne International Airport,SN,SN-DK,Dakar,large,-17.0733,14.67
DSV,Dansville Municipal Airport,US,US-NY,Dansville,small,-77.7131,42.5709
DSX,Dongsha Island Airport,TW,TW-KHH,Pratas Island,small,116.721,20.7066
DTA,Delta Municipal Airport,US,US-UT,Delta,small,-112.508,39.3806
DTB,Silangit Airport,ID,ID-SU,Siborong-Borong,small,98.9919,2.2597
DTD,Datadawai Airport,ID,ID-KI,Datadawai-Borneo Island,small,114.5306,0.8106
DTE,Daet Airport,PH,PH-CAN,Daet,medium,122.98,14.1292
DTH,Furnace Creek Airport,US,US-CA,Death Valley National Park,small,-116.881,36.4638
DTI,Diamantina Airport,BR,BR-MG,Diamantina,small,-43.6504,-18.232
DTL,Detroit Lakes Airport - Wething Field,US,US-MN,Detroit Lakes,small,-95.8857,46.8252
DTM,Dortmund Airport,DE,DE-NW,Dortmund,large,7.6122,51.5183
DTN,Shreveport Downtown Airport,US,US-LA,Shreveport,small,-93.745,32.5402
DTR,Decatur Shores Airport,US,US-WA,Decatur,small,-122.814,48.4998
DTU,Wudalianchi Dedu Airport,CN,CN-23,Wudalianchi,medium,126.133,48.445
DTW,Detroit Metropolitan Wayne County Airport,US,US-MI,Detroit,large,-83.3534,42.2124
DUA,Eaker Field,US,US-OK,Durant,small,-96.3945,33.9423
DUB,Dublin Airport,IE,IE-D,Dublin,large,-6.2701,53.4213
DUC,Halliburton Field,US,US-OK,Duncan,small,-97.9599,34.4709
DUD,Dunedin Airport,NZ,NZ-OTA,Dunedin,medium,170.198,-45.9281
DUE,Dundo Airport,AO,AO-LNO,Chitato,medium,20.8185,-7.4009
DUF,Pine Island Airport,US,US-NC,Corolla,small,-75.7885,36.2535
DUG,Bisbee Douglas International Airport,US,US-AZ,Douglas Bisbee,medium,-109.604,31.469
DUJ,DuBois Regional Airport,US,US-PA,Dubois,medium,-78.8987,41.1783
DUK,Mubatuba Airport,ZA,ZA-NL,Mubatuba,small,32.2481,-28.3684
DUM,Pinang Kampai Airport,ID,ID-RI,Dumai-Sumatra Island,medium,101.434,1.6092
DUN,Dundas Airport,GL,GL-U-A,Pituffik,closed,-68.8,76.525
DUQ,Duncan Airport,CA,CA-BC,Duncan,small,-123.7097,48.7545
DUR,King Shaka International Airport,ZA,ZA-NL,Durban,large,31.1197,-29.6144
DUS,Düsseldorf Airport,DE,DE-NW,DÃ¼sseldorf,large,6.7668,51.2895
DUT,Unalaska Airport,US,US-AK,Unalaska,medium,-166.544,53.9001
DVD,Andavadoaka Airport,MG,MG-U,Andavadoaka,small,43.2596,-22.0661
DVK,Diavik Airport,CA,CA-NT,Diavik,small,-110.289,64.5114
DVL,Devils Lake Regional Airport,US,US-ND,Devils Lake,small,-98.9088,48.1142
DVN,Davenport Municipal Airport,US,US-IA,Davenport,small,-90.5883,41.6103
DVO,Francisco Bangoy International Airport,PH,PH-DAV,Davao City,large,125.646,7.1255
DVP,Davenport Downs Airport,AU,AU-QLD,,small,141.108,-24.15
DVR,Daly River Airport,AU,AU-NT,,small,130.6939,-13.7498
DVT,Phoenix Deer Valley Airport,US,US-AZ,Phoenix,small,-112.083,33.6883
DWA,Dwangwa Airport,MW,MW-NK,Dwangwa,medium,34.1319,-12.5183
DWB,Soalala Airport,MG,MG-M,Soalala,small,45.3588,-16.1017
DWC,Al Maktoum International Airport,AE,AE-DU,Jebel Ali,large,55.1614,24.8964
DWD,King Salman Abdulaziz Airport,SA,SA-01,Dawadmi,medium,44.1212,24.4499
DWF,Wright Field,US,US-OH,Dayton,closed,-84.1044,39.78
DWH,David Wayne Hooks Memorial Airport,US,US-TX,Houston,small,-95.5528,30.0618
DWN,Downtown Airpark,US,US-OK,Oklahoma City,closed,-97.533,35.4492
DWO,Diyawanna Oya Seaplane Base,LK,LK-1,Kotte,seaplane_base,79.909,6.9066
DWR,Dywer Airbase,AF,AF-HEL,Camp Dwyer,small,64.0,31.0
DWS,Lake Buena Vista STOLport,US,US-FL,Walt Disney World,closed,-81.5713,28.3994
DXB,Dubai International Airport,AE,AE-DU,Dubai,large,55.3644,25.2528
DXD,Dixie Airport,AU,AU-QLD,New Dixie,small,143.316,-15.1175
DXE,Bruce Campbell Field,US,US-MS,Madison,small,-90.1031,32.4387
DXR,Danbury Municipal Airport,US,US-CT,Danbury,small,-73.4822,41.3715
DYA,Dysart Airport,AU,AU-QLD,,medium,148.364,-22.6222
DYG,Dayong Airport,CN,CN-43,Dayong,small,110.443,29.1028
DYL,Doylestown Airport,US,US-PA,Doylestown,small,-75.1223,40.333
DYM,Diamantina Lakes Airport,AU,AU-QLD,Diamantina Lakes,small,141.145,-23.7617
DYR,Ugolny Airport,RU,RU-CHU,Anadyr,medium,177.741,64.7349
DYS,Dyess Air Force Base,US,US-TX,Abilene,large,-99.8546,32.4208
DYU,Dushanbe Airport,TJ,TJ-RR,Dushanbe,medium,68.825,38.5433
DYW,Daly Waters Airport,AU,AU-NT,Daly Waters,small,133.3834,-16.2647
DZA,Dzaoudzi Pamandzi International Airport,YT,YT-U-A,Dzaoudzi,medium,45.2811,-12.8047
DZI,Las Flores Airport,CO,CO-CES,Codazzi,small,-73.2337,10.0966
DZN,Zhezkazgan Airport,KZ,KZ-KAR,Zhezkazgan,medium,67.7333,47.7083
DZO,Santa Bernardina International Airport,UY,UY-DU,Durazno,medium,-56.4992,-33.3589
DZU,Dazu Air Base,CN,CN-50,Dazu,small,105.7736,29.6362
EAA,Eagle Airport,US,US-AK,Eagle,small,-141.151,64.7764
EAB,Abbse Airport,YE,YE-SN,Abbse,small,43.1767,16.0108
EAE,Siwo Airport,VU,VU-SEE,Emae Island,small,168.343,-17.0903
EAL,Elenak Airport,MH,MH-KWA,Mejato Island,small,166.8478,9.3193
EAM,Nejran Airport,SA,SA-10,,medium,44.4192,17.6114
EAN,Phifer Airfield,US,US-WY,Wheatland,small,-104.929,42.0555
EAR,Kearney Regional Airport,US,US-NE,Kearney,small,-99.0068,40.727
EAS,San Sebastian Airport,ES,ES-PV,Hondarribia,medium,-1.7906,43.3565
EAT,Pangborn Memorial Airport,US,US-WA,Wenatchee,medium,-120.207,47.3989
EAU,Chippewa Valley Regional Airport,US,US-WI,Eau Claire,medium,-91.4843,44.8658
EBA,Marina Di Campo Airport,IT,IT-52,Marina  Di Campo,medium,10.2394,42.7603
EBB,Entebbe International Airport,UG,UG-C,Kampala,large,32.4435,0.0424
EBD,El Obeid Airport,SD,SD-09,Al-Ubayyid,medium,30.2327,13.1532
EBG,El Bagre Airport,CO,CO-ANT,El Bagre,medium,-74.8089,7.5965
EBH,El Bayadh Airport,DZ,DZ-32,El Bayadh,small,1.0925,33.7217
EBJ,Esbjerg Airport,DK,DK-83,Esbjerg,medium,8.5534,55.5259
EBL,Erbil International Airport,IQ,IQ-AR,Arbil,medium,43.9632,36.2376
EBM,El Borma Airport,TN,TN-83,El Borma,medium,9.2546,31.7043
EBN,Ebadon Airport,MH,MH-KWA,Ebadon Island,small,166.82,9.3306
EBO,Ebon Airport,MH,MH-EBO,Ebon Atoll,small,168.752,4.5982
EBS,Webster City Municipal Airport,US,US-IA,Webster City,small,-93.8689,42.4366
EBU,Saint-Étienne-Bouthéon Airport,FR,FR-ARA,Saint-Ãtienne/BouthÃ©on,medium,4.2964,45.5406
EBW,Ebolowa Airport,CM,CM-SU,Ebolowa,small,11.185,2.876
ECA,Iosco County Airport,US,US-MI,East Tawas,small,-83.4223,44.3128
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,US,US-NC,Elizabeth City,medium,-76.1746,36.2606
ECH,Echuca Airport,AU,AU-VIC,,medium,144.762,-36.1572
ECI,Costa Esmeralda Airport,NI,NI-RI,Tola,small,-86.0334,11.4275
ECN,Ercan International Airport,CY,CY-02,Nicosia,medium,33.4961,35.1547
ECO,El Encanto Airport,CO,CO-AMA,El Encanto,small,-73.2047,-1.7533
ECP,Northwest Florida Beaches International Airport,US,US-FL,Panama City Beach,medium,-85.7954,30.3571
ECR,El Charco Airport,CO,CO-NAR,El Charco,small,-78.0942,2.4494
ECS,Mondell Field,US,US-WY,Newcastle,small,-104.318,43.8854
ECV,Cuatro Vientos Airport,ES,ES-M,Madrid,medium,-3.7851,40.3707
EDA,Edna Bay Seaplane Base,US,US-AK,Edna Bay,seaplane_base,-133.661,55.9497
EDB,El Debba Airport,SD,SD-01,El Debba,small,30.9595,18.0146
EDD,Erldunda Airport,AU,AU-NT,,small,133.254,-25.2058
EDE,Northeastern Regional Airport,US,US-NC,Edenton,small,-76.5671,36.0277
EDF,Elmendorf Air Force Base,US,US-AK,Anchorage,medium,-149.807,61.251
EDI,Edinburgh Airport,GB,GB-SCT,Edinburgh,large,-3.3725,55.95
EDK,Captain Jack Thomas El Dorado Airport,US,US-KS,El Dorado,small,-96.8176,37.7741
EDL,Eldoret International Airport,KE,KE-700,Eldoret,medium,35.2389,0.4045
EDM,La Roche-sur-Yon Airport,FR,FR-PDL,La Roche-sur-Yon/Les Ajoncs,medium,-1.3786,46.7019
EDN,Yedinka Airport,RU,RU-PRI,Yedinka,small,138.6574,47.1782
EDO,Balıkesir Körfez Airport,TR,TR-10,Edremit,medium,27.0138,39.5546
EDQ,Erandique Airport,HN,HN-LE,Erandique,small,-88.4372,14.2358
EDR,Pormpuraaw Airport,AU,AU-QLD,Pormpuraaw,small,141.6091,-14.8965
EDW,Edwards Air Force Base,US,US-CA,Edwards,large,-117.884,34.9054
EED,Needles Airport,US,US-CA,Needles,medium,-114.623,34.7663
EEK,Eek Airport,US,US-AK,Eek,small,-162.0439,60.2137
EEN,Dillant Hopkins Airport,US,US-NH,Keene,medium,-72.2708,42.8984
EFD,Ellington Airport,US,US-TX,Houston,medium,-95.1588,29.6073
EFG,Efogi Airport,PG,PG-CPM,Efogi,small,147.6598,-9.1538
EFK,Northeast Kingdom International Airport,US,US-VT,Newport,small,-72.2292,44.8888
EFL,Kefallinia Airport,GR,GR-23,Kefallinia Island,medium,20.5005,38.1201
EFW,Jefferson Municipal Airport,US,US-IA,Jefferson,small,-94.3426,42.0102
EGA,Engati Airstrip,PG,PG-MPL,Engati,small,146.1053,-6.9179
