iata_code,name,iso_country,iso_region,municipality,type,lat,lon
KNM,Kaniama Airport,CD,CD-KA,Kaniama,small,24.15,-7.583
KNN,Kankan Airport,GN,GN-K,Kankan,small,-9.2288,10.4484
KNO,Kualanamu International Airport,ID,ID-SU,,large,98.8853,3.6422
KNP,Capanda Airport,AO,AO-MAL,Capanda,small,15.4553,-9.7694
KNQ,Koné Airport,NC,NC-U-A,KonÃ©,medium,164.837,-21.0543
KNR,Jam Airport,IR,IR-06,Kangan,medium,52.3522,27.8205
KNS,King Island Airport,AU,AU-TAS,,medium,143.878,-39.8775
KNT,Kennett Memorial Airport,US,US-MO,Kennett,small,-90.0366,36.2259
KNU,Kanpur Airport,IN,IN-UP,Kanpur,medium,80.4101,26.4043
KNW,New Stuyahok Airport,US,US-AK,New Stuyahok,small,-157.328,59.4499
KNX,Kununurra Airport,AU,AU-WA,Kununurra,medium,128.708,-15.7781
KNZ,Kenieba Airport,ML,ML-1,Kenieba,small,-11.25,12.833
KOA,Ellison Onizuka Kona International At Keahole Airport,US,US-HI,Kailua/Kona,medium,-156.0456,19.7388
KOC,Koumac Airport,NC,NC-U-A,Koumac,medium,164.256,-20.5463
KOD,Kotabangun Airport,ID,ID-KI,Kotabangun-Borneo Island,small,116.5833,-0.2667
KOE,El Tari Airport,ID,ID-NT,Kupang-Timor Island,small,123.671,-10.1716
KOF,Komatipoort Airport,ZA,ZA-MP,Komatipoort,small,31.93,-25.4403
KOH,Koolatah Airport,AU,AU-QLD,,small,142.439,-15.8886
KOI,Kirkwall Airport,GB,GB-SCT,Orkney Islands,medium,-2.905,58.9578
KOJ,Kagoshima Airport,JP,JP-46,Kagoshima,large,130.719,31.8034
KOK,Kokkola-Pietarsaari Airport,FI,FI-LS,Kokkola / Kruunupyy,medium,23.1431,63.7212
KOL,Koumala Airport,CF,CF-BB,Koumala,closed,21.2565,8.4965
KOM,Komo-Manda Airport,PG,PG-HE,Komo,small,142.8598,-6.0682
KON,Kontum Airport,VN,VN-28,Kontum,medium,108.017,14.35
KOO,Kongolo Airport,CD,CD-KA,Kongolo,small,26.99,-5.3944
KOP,Nakhon Phanom Airport,TH,TH-48,,medium,104.643,17.3838
KOQ,Köthen Airport,DE,DE-ST,KÃ¶then,small,11.9528,51.7211
KOR,Kakoro(Koroko) Airstrip,PG,PG-GPK,Kakoro,small,146.5335,-7.8347
KOS,Sihanoukville International Airport,KH,KH-18,Sihanukville,small,103.637,10.5797
KOT,Kotlik Airport,US,US-AK,Kotlik,small,-163.533,63.0306
KOU,Koulamoutou Mabimbi Airport,GA,GA-7,Koulamoutou,medium,12.4413,-1.1846
KOV,Kokshetau Airport,KZ,KZ-AKM,Kokshetau,medium,69.5946,53.3291
KOW,Ganzhou Airport,CN,CN-36,Ganzhou,small,114.7789,25.8533
KOX,Kokonau Airport,ID,ID-PA,Kokonau-Papua Island,small,136.4352,-4.7108
KOY,Olga Bay Seaplane Base,US,US-AK,Olga Bay,seaplane_base,-154.23,57.1615
KOZ,Ouzinkie Airport,US,US-AK,Ouzinkie,small,-152.4967,57.9254
KPA,Kopiago Airport,PG,PG-HE,Kopiago,small,142.4977,-5.3883
KPB,Point Baker Seaplane Base,US,US-AK,Point Baker,seaplane_base,-133.623,56.3519
KPC,Port Clarence Coast Guard Station,US,US-AK,Port Clarence,medium,-166.859,65.2537
KPE,Yapsiei Airport,PG,PG-SAN,,small,141.0942,-4.6281
KPF,Kondobol Airport,PG,PG-WPD,Kondobol,small,142.5049,-8.5336
KPI,Kapit Airport,MY,MY-13,Kapit,small,112.9315,2.0105
KPL,Kapal Airport,PG,PG-WPD,Kapal,small,142.8238,-8.6302
KPM,Kompiam Airport,PG,PG-EPW,,small,143.9247,-5.3817
KPN,Kipnuk Airport,US,US-AK,Kipnuk,small,-164.031,59.933
KPO,Pohang Airport (G-815/K-3),KR,KR-47,Pohang,medium,129.4204,35.988
KPP,Kalpowar Airport,AU,AU-QLD,Kalpower,small,144.22,-14.89
KPR,Port Williams Seaplane Base,US,US-AK,Port Williams,seaplane_base,-152.582,58.4901
KPS,Kempsey Airport,AU,AU-NSW,,medium,152.77,-31.0744
KPT,Jackpot Airport/Hayden Field,US,US-NV,Jackpot,small,-114.658,41.976
KPV,Perryville Airport,US,US-AK,Perryville,small,-159.163,55.906
KPW,Keperveem Airport,RU,RU-CHU,Keperveem,medium,166.14,67.845
KPY,Port Bailey Seaplane Base,US,US-AK,Port Bailey,seaplane_base,-153.041,57.9301
KQA,Akutan Seaplane Base,US,US-AK,Akutan,seaplane_base,-165.7789,54.1338
KQH,Kishangarh Airport,IN,IN-RJ,Ajmer,medium,74.8141,26.6015
KQL,Kol Airport,PG,PG-JI,Kol,small,144.846,-5.7312
KQT,Qurghonteppa International Airport,TJ,TJ-KT,Kurgan-Tyube,medium,68.8647,37.8664
KRA,Kerang Airport,AU,AU-VIC,,medium,143.939,-35.7514
KRB,Karumba Airport,AU,AU-QLD,,small,140.83,-17.4567
KRC,Departi Parbo Airport,ID,ID-JA,Sungai Penuh,small,101.4683,-2.093
KRD,Kurundi Airport,AU,AU-NT,Kurundi Station,small,134.6706,-20.51
KRE,Kirundo Airport,BI,BI-KI,Kirundo,small,30.0946,-2.5448
KRF,Kramfors Sollefteå Airport,SE,SE-Y,Kramfors / SollefteÃ¥,medium,17.7689,63.0486
KRG,Karasabai Airport,GY,GY-UT,Karasabai,small,-59.5333,4.0333
KRH,Redhill Aerodrome,GB,GB-ENG,Redhill,small,-0.1386,51.2136
KRI,Kikori Airport,PG,PG-GPK,Kikori,small,144.2501,-7.4244
KRJ,Karawari Airstrip,PG,PG-ESW,Amboin,small,143.5225,-4.5967
KRK,Kraków John Paul II International Airport,PL,PL-MA,KrakÃ³w,large,19.7848,50.0777
KRL,Korla Airport,CN,CN-65,Korla,medium,86.1289,41.6978
KRM,Karanambo Airport,GY,GY-UT,Karanambo,small,-59.3097,3.7519
KRN,Kiruna Airport,SE,SE-BD,Kiruna,medium,20.3368,67.822
KRO,Kurgan Airport,RU,RU-KGN,Kurgan,medium,65.4156,55.4753
KRP,Karup Airport,DK,DK-82,Karup,medium,9.1246,56.2975
KRQ,Kramatorsk Airport,UA,UA-14,Kramatorsk,small,37.6289,48.7056
KRR,Krasnodar Pashkovsky International Airport,RU,RU-KDA,Krasnodar,medium,39.1705,45.0347
KRS,Kristiansand Airport,NO,NO-10,Kjevik,medium,8.0854,58.2042
KRT,Khartoum International Airport,SD,SD-03,Khartoum,large,32.5532,15.5895
KRU,Kerau Airport,PG,PG-CPM,Gunim,small,147.0719,-8.2716
KRV,Kerio Valley Airport,KE,KE-700,Kimwarer,small,35.6626,0.3196
KRW,Turkmenbashi Airport,TM,TM-B,Krasnovodsk,medium,53.0072,40.0633
KRX,Kar Kar Airport,PG,PG-MPM,Kar Kar Island,small,145.9404,-4.557
KRY,Karamay Airport,CN,CN-65,Karamay,small,84.9527,45.4666
KRZ,Basango Mboliasa Airport,CD,CD-BN,Kiri,small,19.024,-1.435
KSA,Kosrae International Airport,FM,FM-KSA,Okat,medium,162.958,5.357
KSB,Kasonombe Airport,PG,PG-MPL,Kasonombe,small,146.9859,-6.3819
KSC,Košice Airport,SK,SK-KI,KoÅ¡ice,medium,21.2411,48.6631
KSD,Karlstad Airport,SE,SE-S,Karlstad,medium,13.3374,59.4447
KSE,Kasese Airport,UG,UG-W,Kasese,small,30.1,0.183
KSF,Kassel-Calden Airport,DE,DE-HE,Kassel,medium,9.385,51.4173
KSG,Kisengam Airport,PG,PG-MPL,Kisenden,closed,146.71,-6.362
KSH,Shahid Ashrafi Esfahani Airport,IR,IR-17,Kermanshah,medium,47.1581,34.3459
KSI,Kissidougou Airport,GN,GN-F,Kissidougou,small,-10.1244,9.1606
KSJ,Kasos Airport,GR,GR-81,Kasos Island,small,26.91,35.4214
KSK,Karlskoga Airport,SE,SE-T,,medium,14.4959,59.3459
KSL,Kassala Airport,SD,SD-05,Kassala,medium,36.3288,15.3875
KSM,St Mary's Airport,US,US-AK,St Mary's,medium,-163.302,62.0605
KSN,Kostanay West Airport,KZ,KZ-KUS,Kostanay,medium,63.5503,53.2069
KSO,Kastoria National Airport,GR,GR-56,Kastoria,small,21.2822,40.4463
KSP,Kosipe Airport,PG,PG-CPM,Kosipe Mission,small,147.2092,-8.4507
KSQ,Karshi Khanabad Airport,UZ,UZ-QA,Khanabad,small,65.9215,38.8336
KSR,Selayar/Aroepala Airport,ID,ID-SN,Benteng,small,120.4362,-6.1751
KSS,Sikasso Airport,ML,ML-3,Sikasso,small,-5.7,11.333
KST,Kosti Airport,SD,SD-08,Kosti,closed,32.733,13.183
KSU,Kristiansund Airport (Kvernberget),NO,NO-15,Kvernberget,medium,7.8245,63.1118
KSV,Springvale Airport,AU,AU-QLD,,small,140.7,-23.55
KSW,Kiryat Shmona Airport,IL,IL-Z,Kiryat Shmona,small,35.6,33.2167
KSX,Yasuru Airport,PG,PG-MPL,Yasuru,small,146.1813,-6.6015
KSY,Kars Airport,TR,TR-36,Kars,medium,43.115,40.5622
KSZ,Kotlas Airport,RU,RU-ARK,Kotlas,medium,46.6975,61.2358
KTA,Karratha Airport,AU,AU-WA,Karratha,medium,116.773,-20.7122
KTB,Thorne Bay Seaplane Base,US,US-AK,Thorne Bay,seaplane_base,-132.537,55.688
KTC,Katiola Airport,CI,CI-04,Katiola,small,-5.0657,8.1329
KTD,Kitadaito Airport,JP,JP-47,KitadaitÅjima,medium,131.327,25.9447
KTE,Kerteh Airport,MY,MY-11,Kerteh,medium,103.427,4.5372
KTF,Takaka Airport,NZ,NZ-TAS,,small,172.775,-40.8133
KTG,Ketapang(Rahadi Usman) Airport,ID,ID-KB,Ketapang-Borneo Island,medium,109.963,-1.8166
KTH,Tikchik Lodge Seaplane Base,US,US-AK,Tikchik,seaplane_base,-158.477,59.9632
KTI,Kratie Airport,KH,KH-10,Kratie,small,106.055,12.488
KTJ,Kichwa Tembo Airport,KE,KE-700,Kichwa Tembo,small,35.0275,-1.2635
KTK,Kunua Airport,PG,PG-NSB,Kunua,closed,154.74,-5.7828
KTL,Kitale Airport,KE,KE-700,Kitale,medium,34.9586,0.972
KTM,Tribhuvan International Airport,NP,NP-BA,Kathmandu,large,85.3591,27.6966
KTN,Ketchikan International Airport,US,US-AK,Ketchikan,medium,-131.714,55.3556
KTO,Kato Airport,GY,GY-PT,Kato,small,-59.8322,4.6492
KTP,Tinson Pen Airport,JM,JM-02,Tinson Pen,medium,-76.8238,17.9886
KTQ,Kitee Airport,FI,FI-IS,,medium,30.0736,62.1661
KTR,Tindal Airport,AU,AU-NT,,medium,132.378,-14.5211
KTS,Brevig Mission Airport,US,US-AK,Brevig Mission,small,-166.466,65.3313
KTT,Kittilä Airport,FI,FI-LL,KittilÃ¤,medium,24.8468,67.701
KTU,Kota Airport,IN,IN-RJ,Kota,medium,75.8456,25.1602
KTV,Kamarata Airport,VE,VE-F,Kamarata,small,-62.416,5.75
KTW,Katowice International Airport,PL,PL-SL,Katowice,large,19.08,50.4743
KTX,Koutiala Airport,ML,ML-3,Koutiala,small,-5.467,12.383
KTY,Katukurunda Air Force Base,LK,LK-1,Kalutara,small,79.9775,6.5521
KUA,Kuantan Airport,MY,MY-06,Kuantan,medium,103.209,3.7754
KUC,Kuria Airport,KI,KI-G,Kuria,small,173.442,0.2186
KUD,Kudat Airport,MY,MY-12,Kudat,small,116.836,6.9225
KUE,Kukudu Airport,SB,SB-WE,Kolombangara Island,small,156.9478,-8.0262
KUF,Kurumoch International Airport,RU,RU-SAM,Samara,large,50.1643,53.5049
KUG,Kubin Airport,AU,AU-QLD,Moa Island,small,142.218,-10.225
KUH,Kushiro Airport,JP,JP-01,Kushiro,medium,144.193,43.041
KUK,Kasigluk Airport,US,US-AK,Kasigluk,small,-162.524,60.8744
KUL,Kuala Lumpur International Airport,MY,MY-14,Kuala Lumpur,large,101.71,2.7456
KUM,Yakushima Airport,JP,JP-46,Yakushima,medium,130.659,30.3856
KUN,Kaunas International Airport,LT,LT-KU,Kaunas,medium,24.0848,54.9639
KUO,Kuopio Airport,FI,FI-IS,Kuopio / SiilinjÃ¤rvi,medium,27.7978,63.0071
KUP,Kupiano Airport,PG,PG-CPM,Kupiano,small,148.218,-10.0736
KUQ,Kuri Airport,PG,PG-GPK,Kuri,small,143.2761,-7.1351
KUS,Kulusuk Airport,GL,GL-U-A,Kulusuk,small,-37.1236,65.5736
KUT,Kopitnari Airport,GE,GE-IM,Kutaisi,medium,42.4826,42.1767
KUU,Kullu Manali Airport,IN,IN-HP,,medium,77.1544,31.8767
KUV,Kunsan Air Base,KR,KR-45,Kunsan,large,126.616,35.9038
KUX,Kuyol Airport,PG,PG-WPD,,small,141.6239,-5.3724
KUY,Kamusi Airport,PG,PG-WPD,Kamusi,small,143.1218,-7.4203
KUZ,Kuummiut Heliport,GL,GL-U-A,Kuummiut,heliport,-36.9979,65.8639
KVA,Alexander the Great International Airport,GR,GR-55,Kavala,medium,24.6192,40.9133
KVB,Skövde Airport,SE,SE-Q,SkÃ¶vde,medium,13.9727,58.4564
KVC,King Cove Airport,US,US-AK,King Cove,small,-162.266,55.1163
KVD,Ganja International Airport,AZ,AZ-GA,Ganja,medium,46.3176,40.7377
KVE,Kitava Airport,PG,PG-MBA,Kitava Island,small,151.327,-8.6285
KVG,Kavieng Airport,PG,PG-NIK,Kavieng,medium,150.808,-2.5794
KVK,Kirovsk-Apatity Airport,RU,RU-MUR,Apatity,small,33.5883,67.4633
KVL,Kivalina Airport,US,US-AK,Kivalina,medium,-164.563,67.7362
KVM,Markovo Airport,RU,RU-CHU,Markovo,small,170.417,64.667
KVO,Morava Airport,RS,RS-18,Kraljevo,small,20.5872,43.8183
KVR,Kavalerovo Airport,RU,RU-PRI,Kavalerovo,small,135.029,44.2726
KVX,Pobedilovo Airport,RU,RU-KIR,Kirov,medium,49.3483,58.5033
KWA,Bucholz Army Air Field,MH,MH-KWA,Kwajalein,medium,167.732,8.7201
KWB,Dewadaru Airport,ID,ID-JT,Karimunjawa-Karimunjawa Island,small,110.4784,-5.8009
KWE,Longdongbao Airport,CN,CN-52,Guiyang,large,106.801,26.5385
KWF,Waterfall Seaplane Base,US,US-AK,Waterfall,seaplane_base,-133.243,55.2963
KWG,Kryvyi Rih International Airport,UA,UA-12,Kryvyi Rih,medium,33.21,48.0433
KWH,Khwahan Airport,AF,AF-BDS,Khwahan,small,70.217,37.883
KWI,Kuwait International Airport,KW,KW-FA,Kuwait City,large,47.9689,29.2266
KWJ,Gwangju Airport,KR,KR-29,Gwangju,medium,126.8054,35.1232
KWK,Kwigillingok Airport,US,US-AK,Kwigillingok,small,-163.169,59.8765
KWL,Guilin Liangjiang International Airport,CN,CN-45,Guilin City,large,110.039,25.2181
KWM,Kowanyama Airport,AU,AU-QLD,Kowanyama,medium,141.751,-15.4856
KWN,Quinhagak Airport,US,US-AK,Quinhagak,small,-161.845,59.7551
KWO,Kawito Airport,PG,PG-WPD,Kawito,small,142.8236,-7.977
KWP,West Point Village Seaplane Base,US,US-AK,West Point,seaplane_base,-153.549,57.7701
KWS,Kwailabesi Airport,SB,SB-ML,Kwailabesi,small,160.7751,-8.3605
KWT,Kwethluk Airport,US,US-AK,Kwethluk,small,-161.444,60.7903
KWV,Kurwina Airport,PG,PG-NSB,Kurwina,closed,155.3604,-5.965
KWX,Kiwai Airport,PG,PG-WPD,Kiwai Island,closed,143.618,-8.6883
KWY,Kiwayu Airport,KE,KE-300,Kiwayu,medium,41.2975,-1.9606
KWZ,Kolwezi Airport,CD,CD-KA,,medium,25.5057,-10.7659
KXA,Kasaan Seaplane Base,US,US-AK,Kasaan,seaplane_base,-132.398,55.5374
KXE,P C Pelser Airport,ZA,ZA-NW,Klerksdorp,medium,26.718,-26.8711
KXF,Koro Island Airport,FJ,FJ-E,Koro Island,small,179.422,-17.3458
KXK,Komsomolsk-on-Amur Airport,RU,RU-KHA,Komsomolsk-on-Amur,medium,136.934,50.409
KXR,Karoola Airport,PG,PG-NSB,Buka Island,closed,154.5928,-5.1431
KXU,Katiu Airport,PF,PF-U-A,Katiu,small,-144.403,-16.3394
KYA,Konya Airport,TR,TR-42,Konya,medium,32.5619,37.979
KYD,Lanyu Airport,TW,TW-TTT,Orchid Island,medium,121.535,22.027
KYE,Rene Mouawad Air Base,LB,LB-AS,Tripoli,medium,36.0113,34.5893
KYF,Yeelirrie Airport,AU,AU-WA,,small,120.0957,-27.2771
KYI,Yalata Mission Airport,AU,AU-SA,Yalata Mission,small,131.825,-31.4706
KYK,Karluk Airport,US,US-AK,Karluk,small,-154.45,57.5671
KYL,Port Largo Airport,US,US-FL,Key Largo,closed,-80.4299,25.0933
KYO,Tampa North Aero Park Airport,US,US-FL,Tampa,small,-82.3745,28.2213
KYP,Kyaukpyu Airport,MM,MM-16,Kyaukpyu,medium,93.5348,19.4264
KYS,Kayes Dag Dag Airport,ML,ML-1,,medium,-11.4044,14.4812
KYT,Kyauktu Airport,MM,MM-03,Kyauktu,small,94.1333,21.4
KYU,Koyukuk Airport,US,US-AK,Koyukuk,small,-157.727,64.8761
KYX,Yalumet Airport,PG,PG-MPL,Yalumet,small,147.0117,-6.09
KYZ,Kyzyl Airport,RU,RU-TY,Kyzyl,medium,94.4006,51.6694
KZB,Zachar Bay Seaplane Base,US,US-AK,Zachar Bay,seaplane_base,-153.7461,57.553
KZC,Kampong Chhnang Airport,KH,KH-4,Kampong Chhnang,medium,104.564,12.2552
KZD,Krakor Airport,KH,KH-15,Krakor,small,104.1486,12.5385
KZF,Kaintiba Airport,PG,PG-GPK,Kaintiba,small,146.0338,-7.5002
KZG,Flugplatz Kitzingen,DE,DE-BY,Kitzingen,small,10.2006,49.7431
KZI,Filippos Airport,GR,GR-58,Kozani,medium,21.8408,40.2861
KZN,Kazan International Airport,RU,RU-TA,Kazan,large,49.2787,55.6062
KZO,Kzyl-Orda Southwest Airport,KZ,KZ-KZY,Kzyl-Orda,small,65.5925,44.7069
KZR,Zafer Airport,TR,TR-43,AltÄ±ntaÅ,small,30.1281,39.1131
KZS,Kastelorizo Airport,GR,GR-81,Kastelorizo Island,small,29.5764,36.1417
LAA,Southeast Colorado Regional Airport,US,US-CO,Lamar,small,-102.6832,38.0649
LAB,Lab Lab Airport,PG,PG-MPL,Lab Lab Mission,small,148.0566,-5.7204
LAC,Layang-Layang Airport,MY,MY-12,Spratley Islands,small,113.844,7.3716
LAD,Quatro de Fevereiro Airport,AO,AO-LUA,Luanda,large,13.2312,-8.8584
LAE,Nadzab Airport,PG,PG-MPL,Lae,medium,146.726,-6.5698
LAF,Purdue University Airport,US,US-IN,Lafayette,medium,-86.9369,40.4123
LAG,La Guaira Airport,VE,VE-X,La Guaira,small,-67.0333,10.5333
LAH,Oesman Sadik Airport,ID,ID-MU,Labuha-Halmahera Island,small,127.502,-0.6353
LAI,Lannion-Côte de Granit Airport,FR,FR-BRE,Lannion,medium,-3.4717,48.7544
LAJ,Lages Airport,BR,BR-SC,Lages,medium,-50.2815,-27.7821
LAK,Aklavik/Freddie Carmichael Airport,CA,CA-NT,Aklavik,medium,-135.006,68.2233
LAL,Lakeland Linder International Airport,US,US-FL,Lakeland,medium,-82.0186,27.9889
LAM,Los Alamos Airport,US,US-NM,Los Alamos,small,-106.269,35.8798
LAN,Capital City Airport,US,US-MI,Lansing,medium,-84.5874,42.7787
LAO,Laoag International Airport,PH,PH-ILN,Laoag City,medium,120.532,18.1781
LAP,Manuel Márquez de León International Airport,MX,MX-BCS,La Paz,medium,-110.362,24.0727
LAQ,La Abraq Airport,LY,LY-JA,Al Bayda',medium,21.9643,32.7887
LAR,Laramie Regional Airport,US,US-WY,Laramie,medium,-105.675,41.3121
LAS,McCarran International Airport,US,US-NV,Las Vegas,large,-115.152,36.0801
LAU,Manda Airstrip,KE,KE-300,Lamu,medium,40.9131,-2.2524
LAW,Lawton Fort Sill Regional Airport,US,US-OK,Lawton,medium,-98.4166,34.5677
LAX,Los Angeles International Airport,US,US-CA,Los Angeles,large,-118.408,33.9425
LAY,Ladysmith Airport,ZA,ZA-NL,Ladysmith,medium,29.7497,-28.5817
LAZ,Bom Jesus da Lapa Airport,BR,BR-BA,Bom Jesus Da Lapa,medium,-43.4081,-13.2621
LBA,Leeds Bradford Airport,GB,GB-ENG,Leeds,large,-1.6606,53.8659
LBB,Lubbock Preston Smith International Airport,US,US-TX,Lubbock,large,-101.823,33.6636
LBC,Lübeck Blankensee Airport,DE,DE-SH,LÃ¼beck,medium,10.7192,53.8054
LBD,Khudzhand Airport,TJ,TJ-SU,Khudzhand,medium,69.6947,40.2154
LBE,Arnold Palmer Regional Airport,US,US-PA,Latrobe,medium,-79.4048,40.2759
LBF,North Platte Regional Airport Lee Bird Field,US,US-NE,North Platte,medium,-100.684,41.1262
LBG,Paris-Le Bourget Airport,FR,FR-IDF,Paris,medium,2.4414,48.9694
LBH,Palm Beach Seaplane Base,AU,AU-VIC,Sydney,seaplane_base,151.3234,-33.5871
LBI,Albi-Le Séquestre Airport,FR,FR-OCC,Albi/Le SÃ©questre,medium,2.1131,43.9139
LBJ,Komodo Airport,ID,ID-NT,Labuan Bajo - Flores Island,small,119.889,-8.4867
LBK,Liboi Airport,KE,KE-500,Liboi,small,40.8817,0.3483
LBL,Liberal Mid-America Regional Airport,US,US-KS,Liberal,medium,-100.96,37.0442
LBM,Luabo Airport,MZ,MZ-Q,Luabo,small,36.1068,-18.4139
LBN,Lake Baringo Airport,KE,KE-700,Lake Baringo,small,36.1042,0.6661
LBO,Lusambo Airport,CD,CD-KE,Lusambo,small,23.3783,-4.9617
LBP,Long Banga Airport,MY,MY-13,Long Banga,small,115.4018,3.202
LBQ,Lambarene Airport,GA,GA-3,Lambarene,medium,10.2457,-0.7044
LBR,Lábrea Airport,BR,BR-AM,LÃ¡brea,small,-64.7695,-7.279
LBS,Labasa Airport,FJ,FJ-N,,medium,179.34,-16.4667
LBT,Lumberton Regional Airport,US,US-NC,Lumberton,medium,-79.0594,34.6099
LBU,Labuan Airport,MY,MY-15,Labuan,medium,115.25,5.3007
LBV,Libreville Leon M'ba International Airport,GA,GA-1,Libreville,medium,9.4123,0.4586
LBW,Long Bawan Airport,ID,ID-KU,Long Bawan-Borneo Island,small,115.6921,3.9028
LBX,Lubang Airport,PH,PH-MDC,,medium,120.105,13.8554
LBY,La Baule-Escoublac Airport,FR,FR-PDL,La Baule-Escoublac,medium,-2.3464,47.2894
LBZ,Lucapa Airport,AO,AO-LNO,Lucapa,small,20.7321,-8.4457
LCA,Larnaca International Airport,CY,CY-04,Larnarca,large,33.6249,34.8751
LCB,Pontes e Lacerda Airport,BR,BR-MT,Pontes e Lacerda,small,-59.3848,-15.1934
LCC,Lecce Galatina Air Base,IT,IT-75,,medium,18.1333,40.2392
LCD,Louis Trichardt Airport,ZA,ZA-NP,Louis Trichardt,small,29.8647,-23.0619
LCE,Goloson International Airport,HN,HN-AT,La Ceiba,medium,-86.853,15.7425
LCF,Las Vegas Airport,GT,GT-IZ,Rio Dulce,small,-88.9618,15.6684
LCG,A Coruña Airport,ES,ES-GA,Culleredo,medium,-8.3773,43.3021
LCH,Lake Charles Regional Airport,US,US-LA,Lake Charles,medium,-93.2233,30.1261
LCI,Laconia Municipal Airport,US,US-NH,Laconia,small,-71.4189,43.5727
LCJ,Łódź Władysław Reymont Airport,PL,PL-LD,ÅÃ³dÅº,medium,19.3981,51.7219
LCK,Rickenbacker International Airport,US,US-OH,Columbus,large,-82.9278,39.8138
LCL,La Coloma Airport,CU,CU-01,Pinar del Rio,medium,-83.6419,22.3361
LCM,La Cumbre Airport,AR,AR-X,La Cumbre,small,-64.5319,-31.0058
LCN,Balcanoona Airport,AU,AU-SA,,small,139.337,-30.535
LCO,Lague Airport,CG,CG-14,Lague,small,14.533,-2.45
LCP,Loncopue Airport,AR,AR-Q,Loncopue,small,-70.6439,-38.0819
LCQ,Lake City Gateway Airport,US,US-FL,Lake City,small,-82.5769,30.182
LCR,La Chorrera Airport,CO,CO-AMA,La Chorrera,small,-73.0167,-0.7333
LCV,Lucca-Tassignano Airport,IT,IT-52,Lucca,small,10.5779,43.8258
LCX,Longyan Guanzhishan Airport,CN,CN-35,Longyan,medium,116.747,25.6747
LCY,London City Airport,GB,GB-ENG,London,medium,0.0553,51.5053
LDA,Malda Airport,IN,IN-WB,Malda,small,88.133,25.033
LDB,Governador José Richa Airport,BR,BR-PR,Londrina,medium,-51.1301,-23.3336
LDC,Lindeman Island Airport,AU,AU-QLD,Lindeman Island,small,149.04,-20.4536
LDE,Tarbes-Lourdes-Pyrénées Airport,FR,FR-OCC,Tarbes/Lourdes/PyrÃ©nÃ©es,medium,-0.0064,43.1787
LDG,Leshukonskoye Airport,RU,RU-ARK,Leshukonskoye,small,45.723,64.896
LDH,Lord Howe Island Airport,AU,AU-NSW,Lord Howe Island,small,159.077,-31.5383
LDI,Lindi Airport,TZ,TZ-12,Lindi,small,39.7578,-9.8511
LDJ,Linden Airport,US,US-NJ,Linden,small,-74.2446,40.6174
LDK,Lidköping-Hovby Airport,SE,SE-Q,LidkÃ¶ping,small,13.1744,58.4655
LDM,Mason County Airport,US,US-MI,Ludington,small,-86.4079,43.9625
LDN,Lamidanda Airport,NP,NP-SA,Lamidanda,small,86.67,27.2531
LDO,Ladouanie Airport,SR,SR-SI,Aurora,small,-55.4071,4.3761
LDS,Lindu Airport,CN,CN-23,Yichun,medium,129.0191,47.7521
LDU,Lahad Datu Airport,MY,MY-12,Lahad Datu,medium,118.324,5.0322
LDV,Landivisiau Air Base,FR,FR-BRE,Landivisiau,medium,-4.1516,48.5303
LDW,Lansdowne Airport,AU,AU-WA,Lansdowne Station,small,126.743,-17.6128
LDX,Saint-Laurent-du-Maroni Airport,GF,GF-SL,Saint-Laurent-du-Maroni,small,-54.0344,5.4831
LDY,City of Derry Airport,GB,GB-NIR,Derry,medium,-7.1611,55.0428
LDZ,Londolozi Airport,ZA,ZA-NP,Londolozi,small,31.4743,-24.7478
LEA,Learmonth Airport,AU,AU-WA,Exmouth,medium,114.089,-22.2356
LEB,Lebanon Municipal Airport,US,US-NH,Lebanon,medium,-72.3042,43.6261
LEC,Coronel Horácio de Mattos Airport,BR,BR-BA,LenÃ§Ã³is,small,-41.277,-12.4823
LED,Pulkovo Airport,RU,RU-SPE,St. Petersburg,large,30.2625,59.8003
LEE,Leesburg International Airport,US,US-FL,Leesburg,medium,-81.8087,28.8231
LEF,Lebakeng Airport,LS,LS-H,Lebakeng,small,28.6556,-29.8908
LEH,Le Havre Octeville Airport,FR,FR-NOR,Le Havre/Octeville,medium,0.0881,49.5339
LEI,Almería International Airport,ES,ES-AN,AlmerÃ­a,medium,-2.3701,36.8439
LEJ,Leipzig/Halle Airport,DE,DE-SN,Leipzig,large,12.2364,51.4239
LEK,Tata Airport,GN,GN-L,LabÃ©,small,-12.2868,11.3261
LEL,Lake Evella Airport,AU,AU-NT,,small,135.806,-12.4989
LEM,Lemmon Municipal Airport,US,US-SD,Lemmon,small,-102.106,45.9187
LEN,Leon Airport,ES,ES-CL,LeÃ³n,medium,-5.6556,42.589
LEO,Lekoni Airport,GA,GA-2,Lekoni,small,14.2878,-1.5724
LEP,Leopoldina Airport,BR,BR-MG,Leopoldina,small,-42.727,-21.4661
LEQ,Land's End Airport,GB,GB-ENG,Land's End,medium,-5.6706,50.1028
LER,Leinster Airport,AU,AU-WA,,medium,120.703,-27.8433
LES,Lesobeng Airport,LS,LS-F,Lesobeng,small,28.3167,-29.7829
LET,Alfredo Vásquez Cobo International Airport,CO,CO-AMA,Leticia,medium,-69.9432,-4.1936
